reserveID,dateID,time_value,reserve_visitors
3172,877,21:00,5
3173,877,21:00,3
3174,878,17:00,4
3175,878,17:00,6
3176,878,17:00,3
3177,878,17:00,3
3178,878,17:00,3
3179,878,18:00,10
3180,878,19:00,11
3181,878,19:00,4
3182,878,19:00,8
3183,878,20:00,4
3184,878,20:00,5
3185,884,20:00,3
3186,884,20:00,3
3187,884,20:00,4
3188,884,20:00,3
3189,884,21:00,7
3190,885,18:00,5
3191,885,19:00,6
3192,885,19:00,4
3193,885,19:00,3
3194,885,19:00,8
3195,885,20:00,6
3196,885,21:00,5
3197,886,17:00,9
3198,886,18:00,5
3199,886,18:00,5
3200,886,20:00,6
3201,886,20:00,3
3202,886,20:00,3
3203,886,20:00,7
3204,886,20:00,4
3205,886,20:00,4
3206,886,22:00,6
3207,887,17:00,4
3208,887,17:00,7
3209,887,17:00,5
3210,887,18:00,8
3211,887,18:00,5
3212,887,19:00,5
3213,887,21:00,4
3214,887,22:00,5
3215,887,22:00,3
3216,887,23:00,4
3217,887,23:00,8
3218,888,18:00,5
3219,888,18:00,5
3220,888,19:00,10
3221,888,19:00,4
3222,888,19:00,5
3223,888,19:00,4
3224,888,19:00,4
3225,888,21:00,18
3226,889,18:00,3
3227,889,18:00,17
3228,889,18:00,6
3229,891,18:00,5
3230,891,18:00,3
3231,891,18:00,3
3232,892,17:00,6
3233,892,18:00,4
3234,892,18:00,10
3235,892,19:00,4
3236,892,20:00,3
3237,892,20:00,3
3238,893,17:00,3
3239,893,17:00,8
3240,893,18:00,4
3241,893,18:00,3
3242,893,20:00,7
3243,893,20:00,10
3244,893,20:00,3
3245,893,20:00,4
3246,894,17:00,7
3247,894,18:00,5
3248,894,18:00,5
3249,894,18:00,5
3250,894,19:00,3
3251,894,20:00,5
3252,896,18:00,5
3253,896,19:00,3
3254,896,19:00,7
3255,896,21:00,8
3256,897,17:00,4
3257,897,18:00,3
3258,897,19:00,3
3259,898,18:00,5
3260,898,19:00,8
3261,898,20:00,5
3262,899,17:00,13
3263,899,18:00,8
3264,899,18:00,4
3265,899,18:00,3
3266,899,19:00,3
3267,899,19:00,3
3268,899,20:00,2
3269,899,20:00,5
3270,899,21:00,5
3271,900,18:00,3
3272,900,18:00,4
3273,900,18:00,3
3274,900,18:00,8
3275,900,18:00,6
3276,900,18:00,3
3277,900,18:00,5
3278,900,19:00,7
3279,900,19:00,3
3280,900,19:00,4
3281,900,19:00,3
3282,900,20:00,5
3283,901,18:00,5
3284,901,18:00,22
3285,901,18:00,5
3286,903,17:00,7
3287,903,18:00,3
3288,904,18:00,7
3289,904,18:00,12
3290,904,18:00,3
3291,904,19:00,3
3292,904,19:00,3
3293,905,20:00,6
3294,906,18:00,8
3295,906,18:00,9
3296,906,18:00,6
3297,906,19:00,3
3298,906,19:00,3
3299,906,21:00,8
3300,906,21:00,3
3301,907,18:00,6
3302,907,18:00,6
3303,907,18:00,19
3304,907,18:00,5
3305,907,18:00,3
3306,907,18:00,5
3307,907,18:00,3
3308,907,21:00,3
3309,907,21:00,3
3310,908,18:00,4
3311,908,18:00,3
3312,908,18:00,5
3313,908,19:00,3
3314,908,20:00,8
3315,908,20:00,3
3316,908,20:00,3
3317,908,20:00,3
3318,908,20:00,3
3319,910,17:00,5
3320,910,18:00,2
3321,910,18:00,5
3322,910,18:00,6
3323,910,18:00,3
3324,910,18:00,3
3325,910,19:00,4
3326,910,19:00,3
3327,912,20:00,7
3328,913,18:00,6
3329,913,18:00,9
3330,913,19:00,3
3331,913,20:00,3
3332,914,18:00,3
3333,914,18:00,5
3334,914,18:00,4
3335,914,18:00,5
3336,914,18:00,3
3337,914,18:00,4
3338,914,19:00,3
3339,914,19:00,3
3340,914,19:00,4
3341,914,19:00,5
3342,914,20:00,5
3343,914,20:00,6
3344,914,20:00,3
3345,915,17:00,3
3346,915,17:00,7
3347,915,18:00,4
3348,915,18:00,3
3349,915,18:00,9
3350,915,19:00,3
3351,915,19:00,13
3352,917,18:00,5
3353,917,18:00,3
3354,917,19:00,22
3355,917,22:00,5
3356,918,18:00,13
3357,918,18:00,4
3358,918,18:00,8
3359,919,18:00,5
3360,919,18:00,6
3361,920,18:00,7
3362,920,18:00,4
3363,920,18:00,3
3364,920,18:00,4
3365,920,18:00,4
3366,920,18:00,4
3367,920,20:00,3
3368,920,20:00,4
3369,920,20:00,4
3370,921,17:00,5
3371,921,18:00,3
3372,921,18:00,3
3373,921,18:00,6
3374,921,18:00,3
3375,921,19:00,3
3376,921,19:00,3
3377,921,19:00,3
3378,921,19:00,4
3379,921,19:00,9
3380,921,21:00,3
3381,921,21:00,5
3382,921,21:00,5
3383,922,17:00,3
3384,922,18:00,3
3385,922,19:00,6
3386,922,19:00,7
3387,922,20:00,3
3388,924,18:00,3
3389,924,18:00,3
3390,924,18:00,3
3391,924,19:00,3
3392,924,19:00,3
3393,924,19:00,4
3394,924,20:00,6
3395,924,20:00,4
3396,924,21:00,5
3397,925,17:00,11
3398,925,18:00,9
3399,925,18:00,3
3400,925,18:00,5
3401,925,19:00,6
3402,926,18:00,3
3403,926,18:00,5
3404,926,20:00,5
3405,927,17:00,3
3406,927,17:00,11
3407,927,17:00,3
3408,927,18:00,4
3409,927,18:00,3
3410,927,19:00,9
3411,927,19:00,4
3412,927,20:00,3
3413,928,17:00,9
3414,928,18:00,4
3415,928,18:00,5
3416,928,20:00,3
3417,928,20:00,19
3418,928,20:00,4
3419,928,20:00,18
3420,928,20:00,4
3421,929,17:00,11
3422,929,17:00,3
3423,929,18:00,3
3424,929,18:00,4
3425,929,19:00,5
3426,929,21:00,3
3427,931,20:00,5
3428,931,20:00,22
3429,931,20:00,9
3430,933,17:00,3
3431,933,18:00,3
3432,934,17:00,3
3433,934,17:00,5
3434,934,18:00,6
3435,934,18:00,3
3436,934,19:00,11
3437,934,19:00,5
3438,934,19:00,6
3439,934,19:00,5
3440,934,19:00,3
3441,934,20:00,3
3442,935,17:00,4
3443,935,17:00,5
3444,935,18:00,4
3445,935,18:00,5
3446,935,18:00,5
3447,935,19:00,6
3448,935,19:00,3
3449,935,19:00,8
3450,935,20:00,5
3451,935,20:00,3
3452,936,18:00,3
3453,936,19:00,3
3454,936,19:00,6
3455,936,19:00,8
3456,938,18:00,5
3457,938,18:00,5
3458,938,18:00,4
3459,938,18:00,5
3460,938,19:00,4
3461,938,19:00,3
3462,938,20:00,11
3463,938,20:00,4
3464,938,20:00,7
3465,938,20:00,4
3466,939,19:00,10
3467,940,17:00,3
3468,940,18:00,3
3469,940,18:00,4
3470,940,19:00,3
3471,940,19:00,3
3472,941,18:00,3
3473,941,18:00,7
3474,941,18:00,3
3475,941,20:00,5
3476,941,21:00,4
3477,942,18:00,4
3478,942,18:00,7
3479,942,18:00,4
3480,942,18:00,4
3481,942,19:00,4
3482,942,19:00,4
3483,942,19:00,5
3484,942,19:00,5
3485,942,21:00,5
3486,942,21:00,4
3487,943,18:00,3
3488,943,18:00,5
3489,943,21:00,11
3490,945,18:00,6
3491,945,19:00,3
3492,945,19:00,9
3493,945,19:00,5
3494,945,19:00,5
3495,945,19:00,4
3496,945,19:00,8
3497,945,19:00,3
3498,945,19:00,5
3499,946,19:00,3
3500,946,20:00,3
3501,946,21:00,5
3502,947,18:00,6
3503,947,19:00,3
3504,947,20:00,5
3505,948,17:00,10
3506,948,19:00,5
3507,948,19:00,5
3508,948,19:00,3
3509,948,19:00,3
3510,948,20:00,7
3511,948,20:00,4
3512,949,17:00,4
3513,949,17:00,5
3514,949,18:00,7
3515,949,19:00,5
3516,949,19:00,4
3517,949,19:00,5
3518,949,19:00,4
3519,949,19:00,9
3520,949,22:00,13
3521,950,17:00,6
3522,950,17:00,3
3523,950,18:00,4
3524,950,18:00,6
3525,950,19:00,4
3526,950,20:00,16
3527,950,20:00,5
3528,950,21:00,5
3529,950,21:00,5
3530,950,21:00,4
3531,952,19:00,9
3532,952,19:00,12
3533,952,19:00,3
3534,952,20:00,4
3535,952,20:00,5
3536,952,20:00,9
3537,952,20:00,3
3538,953,18:00,5
3539,953,18:00,3
3540,953,18:00,8
3541,953,18:00,5
3542,953,19:00,3
3543,953,19:00,3
3544,953,20:00,3
3545,954,17:00,5
3546,954,18:00,4
3547,954,19:00,6
3548,955,17:00,3
3549,955,18:00,4
3550,955,18:00,4
3551,955,18:00,4
3552,955,18:00,4
3553,955,19:00,3
3554,955,19:00,5
3555,955,20:00,6
3556,955,20:00,6
3557,955,20:00,3
3558,955,20:00,3
3559,955,21:00,3
3560,956,17:00,3
3561,956,18:00,4
3562,956,18:00,7
3563,956,18:00,3
3564,956,18:00,7
3565,956,18:00,4
3566,956,19:00,3
3567,956,19:00,4
3568,956,19:00,5
3569,956,19:00,3
3570,956,19:00,8
3571,956,20:00,3
3572,956,21:00,3
3573,957,17:00,12
3574,957,17:00,5
3575,957,18:00,16
3576,957,18:00,3
3577,957,19:00,5
3578,957,19:00,3
3579,957,20:00,7
3580,957,20:00,15
3581,958,17:00,5
3582,958,18:00,3
3583,958,18:00,3
3584,958,19:00,4
3585,958,19:00,4
3586,958,19:00,5
3587,958,21:00,5
3588,958,21:00,19
3589,959,17:00,19
3590,959,18:00,6
3591,959,19:00,4
3592,959,19:00,5
3593,959,21:00,3
3594,960,18:00,3
3595,960,18:00,4
3596,960,18:00,5
3597,960,18:00,4
3598,960,18:00,3
3599,960,18:00,7
3600,960,19:00,5
3601,961,17:00,5
3602,961,17:00,4
3603,961,18:00,8
3604,961,18:00,3
3605,961,18:00,8
3606,961,19:00,4
3607,961,19:00,6
3608,962,18:00,7
3609,962,18:00,4
3610,962,18:00,4
3611,962,18:00,4
3612,962,18:00,28
3613,962,19:00,3
3614,962,19:00,3
3615,962,20:00,3
3616,962,21:00,8
3617,963,18:00,3
3618,963,18:00,7
3619,963,18:00,3
3620,963,18:00,4
3621,963,18:00,3
3622,963,18:00,7
3623,963,18:00,7
3624,963,18:00,3
3625,963,18:00,5
3626,963,18:00,3
3627,963,19:00,3
3628,963,19:00,3
3629,963,19:00,5
3630,963,20:00,5
3631,964,18:00,4
3632,964,18:00,9
3633,964,18:00,6
3634,964,19:00,5
3635,964,19:00,21
3636,964,19:00,5
3637,964,20:00,5
3638,966,18:00,3
3639,966,18:00,5
3640,966,18:00,5
3641,966,18:00,8
3642,966,18:00,5
3643,966,19:00,4
3644,966,19:00,5
3645,966,19:00,6
3646,966,19:00,3
3647,966,19:00,3
3648,966,19:00,16
3649,967,17:00,7
3650,967,17:00,17
3651,967,17:00,3
3652,967,18:00,4
3653,967,18:00,5
3654,967,19:00,3
3655,967,19:00,3
3656,968,17:00,3
3657,968,18:00,3
3658,968,19:00,3
3659,968,19:00,3
3660,968,19:00,7
3661,968,19:00,4
3662,968,20:00,3
3663,968,20:00,6
3664,969,18:00,6
3665,969,18:00,5
3666,969,18:00,9
3667,969,19:00,3
3668,969,21:00,3
3669,969,21:00,11
3670,969,21:00,3
3671,969,21:00,3
3672,970,18:00,4
3673,970,18:00,3
3674,970,18:00,6
3675,970,18:00,3
3676,970,19:00,29
3677,970,19:00,5
3678,970,19:00,3
3679,970,19:00,4
3680,970,20:00,3
3681,971,18:00,5
3682,971,18:00,7
3683,971,18:00,21
3684,971,18:00,4
3685,971,20:00,6
3686,973,18:00,3
3687,973,19:00,7
3688,973,20:00,4
3689,973,22:00,3
3690,974,18:00,4
3691,974,18:00,3
3692,974,19:00,4
3693,974,20:00,3
3694,975,18:00,4
3695,975,18:00,11
3696,975,18:00,3
3697,975,19:00,5
3698,975,19:00,5
3699,976,17:00,17
3700,976,17:00,4
3701,976,19:00,4
3702,976,19:00,8
3703,976,20:00,5
3704,976,22:00,19
3705,977,17:00,5
3706,977,17:00,5
3707,977,18:00,3
3708,977,19:00,13
3709,977,20:00,4
3710,977,20:00,3
3711,977,20:00,7
3712,977,20:00,5
3713,978,17:00,3
3714,978,18:00,5
3715,978,18:00,6
3716,978,19:00,3
3717,978,19:00,5
3718,980,19:00,13
3719,981,19:00,3
3720,981,20:00,3
3721,982,17:00,9
3722,982,17:00,3
3723,982,18:00,3
3724,982,19:00,13
3725,982,20:00,3
3726,983,18:00,3
3727,983,18:00,3
3728,983,18:00,3
3729,983,19:00,3
3730,983,19:00,11
3731,983,19:00,9
3732,983,19:00,3
3733,983,19:00,3
3734,983,20:00,6
3735,983,20:00,5
3736,984,18:00,12
3737,984,18:00,5
3738,984,18:00,6
3739,984,18:00,3
3740,984,18:00,8
3741,984,18:00,3
3742,984,19:00,3
3743,984,19:00,5
3744,984,19:00,3
3745,984,21:00,4
3746,985,18:00,4
3747,985,18:00,3
3748,985,18:00,3
3749,985,18:00,3
3750,985,19:00,8
3751,987,17:00,4
3752,987,18:00,3
3753,987,18:00,3
3754,987,18:00,9
3755,988,18:00,16
3756,988,20:00,3
3757,989,18:00,8
3758,989,19:00,3
3759,990,17:00,9
3760,990,17:00,4
3761,990,17:00,4
3762,990,18:00,6
3763,990,18:00,4
3764,990,20:00,5
3765,990,20:00,4
3766,990,20:00,3
3767,990,20:00,3
3768,990,20:00,4
3769,991,17:00,5
3770,991,18:00,5
3771,991,18:00,3
3772,991,18:00,4
3773,991,19:00,3
3774,991,19:00,6
3775,991,19:00,4
3776,991,19:00,4
3777,991,19:00,8
3778,991,19:00,3
3779,992,17:00,3
3780,992,17:00,4
3781,992,18:00,3
3782,992,20:00,3
3783,994,18:00,8
3784,994,20:00,3
3785,996,18:00,6
3786,996,18:00,4
3787,996,19:00,4
3788,997,17:00,8
3789,997,18:00,4
3790,997,18:00,8
3791,997,20:00,10
3792,997,20:00,6
3793,997,20:00,5
3794,998,18:00,3
3795,998,18:00,4
3796,998,18:00,9
3797,1001,19:00,5
3798,1001,20:00,3
3799,1003,16:00,25
3800,1003,22:00,31
3801,1005,19:00,7
3802,1005,19:00,5
3803,1005,19:00,3
3804,1011,20:00,6
3805,1017,18:00,22
3806,1026,19:00,31
